0.4809,-0.57607,0.72142,0.51482,0.16232,1
1.6403,0.47244,-0.57148,0.073432,-0.9054,1
-2.0204,-1.4839,-0.27716,-0.18421,0.79745,1
0.77115,-0.70495,-0.48775,-0.73883,0.24841,1
0.28511,0.065756,0.30287,0.98609,0.13605,1
-1.1696,0.94324,-0.53343,-0.17393,0.47347,1
-0.38782,-0.71748,0.31233,-0.71087,0.20924,1
0.30645,0.37603,0.72536,1.3164,-0.8116,1
3.2006,0.61828,1.8899,0.0051077,-0.099055,1
2.4771,1.5201,0.24226,-0.38114,-0.082315,1
-1.2074,-1.1799,-2.1394,-0.40562,-0.5334,1
2.7145,0.70488,-0.39861,-0.64352,1.5242,1
0.64882,0.60767,1.328,-0.98987,-0.76289,1
-0.056398,0.87324,-0.85087,2.3975,-0.39404,1
0.63929,1.4048,1.0716,1.6535,-0.57231,1
-0.18333,0.023448,0.094555,0.2832,-1.0464,1
-0.11104,-1.2303,1.1153,-1.2103,-0.20636,1
1.3324,-0.26536,-1.633,-0.77823,-0.26748,1
1.2603,-0.5408,-0.11569,-0.11403,1.3575,1
1.2676,2.2119,-0.68885,0.86342,-0.15762,1
0.60061,-0.34616,2.5842,-1.1982,-0.94748,1
-1.08,0.33312,0.66286,-2.246,1.4209,1
0.64152,0.0052467,1.2793,-1.3176,1.1047,1
1.4581,1.081,-0.66894,0.41209,-0.17274,1
0.43728,-0.50732,-0.43005,0.37499,-1.3576,1
0.92546,-0.89918,-0.25523,0.45138,-0.41425,1
0.65015,-0.98422,0.91833,-0.098979,-0.15499,1
-0.27141,0.32574,-0.23374,0.16384,0.2536,1
0.26285,-0.077293,0.63548,-0.42887,-0.23313,1
-0.70417,-0.33411,-1.917,0.74053,0.37573,1
0.79461,1.3429,-0.080922,-1.2133,0.37574,1
-1.026,-0.02141,-0.82796,0.36203,-1.1267,1
-0.95603,-0.079526,-1.4929,-0.87989,-0.87507,1
-0.72404,1.099,0.50549,-0.32107,-0.63639,1
-2.6334,-1.3069,-0.15516,0.34501,-0.49708,1
1.2865,0.88327,0.25517,1.0797,-0.24548,1
0.29086,0.74598,-1.063,-1.0395,0.012346,1
-0.67523,-0.3653,0.88796,1.161,-2.7015,1
1.2256,0.48029,0.48231,0.71089,-0.37977,1
-1.5308,-1.3226,-0.56374,-0.18921,1.0634,1
-0.091448,-0.94837,-0.09802,-0.21514,-0.98135,1
-0.21596,0.030563,-0.24846,-0.22071,0.83032,1
0.28551,0.65368,-1.4417,-0.27669,0.31627,1
0.27983,2.1544,0.023403,0.09163,0.031723,1
-0.77357,-0.73106,-0.89243,-0.025318,0.13311,1
-0.026879,0.14431,-0.8501,0.7714,-1.3952,1
-0.14747,-0.10338,-1.0467,1.4192,-0.073835,1
0.56144,-1.4181,-0.58052,0.42806,1.3993,1
0.97785,-0.10944,-1.686,-0.17357,0.073396,1
0.99216,-1.1989,0.80802,0.62773,0.023602,1
0.30351,0.99361,1.6994,1.2126,0.9558,0
0.97077,0.15432,1.1652,1.3694,-0.69562,0
1.2204,1.39,0.40657,-0.15035,0.14667,0
1.4045,1.6462,-0.40075,0.19654,1.49,0
0.64632,1.7225,2.6108,0.70104,0.97347,0
0.77568,0.36119,0.41337,1.0538,0.045123,0
2.9198,1.6125,1.24,1.9272,0.53616,0
-1.1425,0.85133,1.3581,0.74143,1.1846,0
3.115,1.9687,1.2994,2.042,0.24324,0
1.3202,1.5118,0.32551,1.3674,1.8339,0
1.9487,1.9029,0.76082,1.9381,0.5191,0
-0.57877,0.7074,0.79483,1.058,2.4938,0
0.44024,0.80706,2.1781,0.50631,0.084527,0
0.73621,1.8658,0.37958,-0.1494,1.1408,0
1.401,-0.84166,1.4463,1.1026,-0.30149,0
-0.58449,0.37577,1.1139,1.5943,0.38974,0
1.4474,-0.07882,0.69607,0.75338,0.47277,0
-0.15061,0.53235,0.020011,0.52693,1.292,0
1.0628,1.5831,0.83714,0.76981,1.7919,0
1.6189,1.8022,1.0504,0.18,1.2477,0
1.3103,0.13301,-0.30764,0.57536,0.64505,0
2.0271,0.69572,1.1661,0.87743,1.6803,0
1.9544,1.2278,0.38657,1.0428,1.6753,0
0.38249,0.67216,0.85661,0.92917,1.085,0
1.2439,1.2952,1.3241,1.4913,1.5047,0
0.10408,1.2557,0.24352,1.0544,1.3385,0
-0.25396,0.034685,0.59272,2.3513,0.18373,0
1.8774,0.94043,1.3199,1.2645,1.6517,0
1,-0.89371,-0.74717,2.3165,0.43409,0
0.9479,2.0115,1.9769,0.48319,0.51002,0
1.8644,0.53729,2.9891,1.4631,1.1782,0
1.5641,-0.0065779,1.6979,0.80648,0.72549,0
1.3322,0.81136,0.72993,1.4603,0.90024,0
2.1861,-0.13713,1.269,1.466,1.4989,0
1.8821,1.0795,0.18878,-0.6933,1.8213,0
1.2275,0.52729,2.5083,0.0049876,0.80853,0
0.34507,2.8615,1.9743,-0.066964,1.2854,0
0.38188,1.9425,1.7388,1.3359,0.83493,0
2.1309,-1.0921,0.071928,2.0951,1.1802,0
-0.52912,1.2221,1.227,0.72844,1.3549,0
0.97679,-0.2444,0.38766,1.5888,0.46965,0
-0.84884,0.56803,0.61224,1.3696,1.2146,0
1.9681,1.2536,0.59918,0.19953,1.4857,0
1.8175,1.755,0.27541,1.3199,1.1031,0
1.0011,0.7576,0.2184,0.39436,2.4137,0
0.9328,2.3926,0.99004,2.1991,0.55983,0
-1.3587,0.31076,-0.58918,0.87838,0.33191,0
1.5513,1.3522,1.5687,2.297,-0.40384,0
-1.0799,1.3593,0.85757,0.6358,1.7406,0
