0.4809,0.055814,0.64724,-1.5577,0.25853,1
1.6403,1.1344,-0.30189,0.50425,1.1123,1
-2.0204,-0.35699,-0.58875,0.34739,0.95497,1
0.77115,0.42723,-0.46944,0.12422,-0.30909,1
0.28511,0.16234,0.55415,0.17731,-0.10428,1
-1.1696,0.062293,-0.79196,-0.57369,0.64006,1
-0.38782,-0.014991,-0.97764,0.64835,0.10355,1
0.30645,2.3238,0.78562,-0.71763,1.0765,1
3.2006,-0.14044,-0.082139,-0.58484,-0.60993,1
2.4771,-0.87572,0.45624,0.80604,0.42191,1
-1.2074,-1.2215,-0.56759,1.4917,0.23093,1
2.7145,-0.20285,0.47548,-0.21629,1.253,1
0.64882,-0.18738,-2.2224,-0.4811,-1.2285,1
-0.056398,-0.14992,0.38841,0.38533,0.0036537,1
0.63929,-0.016366,1.6954,1.075,0.07518,1
-0.18333,0.39061,0.94464,0.93049,-2.0673,1
-0.11104,0.28608,0.82622,0.26936,1.1323,1
1.3324,0.93877,0.024869,-0.50419,2.5367,1
1.2603,1.7487,0.48269,0.71596,-0.14599,1
1.2676,1.303,0.48778,0.034008,0.30013,1
0.60061,-0.88444,0.040768,1.3145,-0.42217,1
-1.08,-2.1477,-1.0846,-1.4622,0.2601,1
0.64152,0.88754,-0.14678,0.18869,-0.31335,1
1.4581,-1.1154,-0.14274,1.2699,-0.10195,1
0.43728,0.16314,-0.36332,-0.44616,1.4453,1
0.92546,0.25997,0.85751,-0.52178,-0.74452,1
0.65015,1.9581,2.5286,-0.76115,-0.4477,1
-0.27141,-0.12365,-1.2082,-0.29992,-0.085447,1
0.26285,-0.34331,0.098925,-0.18271,-0.12704,1
-0.70417,0.014074,-1.339,0.071387,1.2733,1
0.79461,0.39683,1.2717,-0.76395,1.833,1
-1.026,-0.20002,1.1225,0.034276,-0.87431,1
-0.95603,-0.72966,-1.6433,-0.66674,-0.61654,1
-0.72404,-1.1667,1.5111,-0.39503,0.44112,1
-2.6334,-0.40319,-1.257,-0.96563,-0.38246,1
1.2865,-0.76102,0.23607,-0.21314,1.7677,1
0.29086,-0.75946,0.91017,3.3899,1.4853,1
-0.67523,0.90445,0.16933,3.2145,0.55303,1
1.2256,-0.031322,2.1402,1.1838,0.5383,1
-1.5308,-0.49584,2.2248,0.68316,-0.2964,1
-0.091448,0.7026,0.19434,-1.1943,0.69027,1
-0.21596,-0.29595,-1.7379,-0.59879,0.97875,1
0.28551,0.90128,-0.19067,-0.55105,0.14394,1
0.27983,-0.20824,-0.7456,0.50549,1.7183,1
-0.77357,0.62315,-0.67739,0.42071,0.61053,1
-0.026879,0.50067,-0.94003,0.099683,-0.092708,1
-0.14747,-0.20861,0.030753,-0.33495,0.32261,1
0.56144,-0.55759,1.8488,-0.83219,0.97606,1
0.97785,-0.59652,-0.60656,0.033996,-0.37179,1
0.99216,0.030305,-0.14866,1.1308,-0.061412,1
-0.77247,-0.54636,0.89212,0.36229,2.1155,1
0.069192,-0.31219,1.041,0.18296,-0.42076,1
-1.0859,0.52147,0.38425,0.58236,0.86363,1
-0.99595,-0.489,0.7533,0.49803,0.72579,1
-0.0061262,0.92053,0.87406,-1.4943,1.4369,1
1.3708,-0.085899,-0.21501,0.086836,0.47312,1
-0.68841,0.61201,0.38293,-0.41947,-2.1921,1
0.33217,-0.33801,-0.27105,-1.9202,-0.79055,1
-0.20177,0.091919,-0.80295,-1.2785,0.43959,1
0.99939,1.0325,0.77541,-0.21086,0.26588,1
-0.97409,-0.57728,-0.10074,0.71246,1.7415,1
0.02912,-0.34606,-0.20227,-0.22725,1.2446,1
0.4942,1.7387,0.5056,0.32652,0.4985,1
0.98442,1.0128,1.0832,-0.75481,0.10618,1
1.3812,-0.0029964,0.47923,-1.9601,-1.3935,1
0.076859,0.54241,0.24167,0.11039,1.6831,1
-1.3341,-0.62383,0.046655,-0.98796,0.088619,1
-0.66393,0.40312,0.027877,1.0846,-1.3638,1
-0.94951,0.90412,-0.67046,1.6037,0.41645,1
2.1023,-0.76802,0.80788,-0.24486,0.086038,1
-0.55061,0.69184,1.2703,1.1359,-0.47261,1
0.6691,1.3427,-0.25209,0.96918,0.48561,1
-0.1721,-0.0047535,1.6842,-1.3237,-0.6321,1
0.7948,1.6066,0.10625,0.053658,-1.159,1
-0.6841,-0.045748,-0.28617,0.20457,-1.573,1
-1.2542,-1.311,-1.064,0.37794,-0.36976,1
-1.2722,-2.0865,-1.0623,0.50305,-0.6239,1
0.43665,-0.15964,-0.81746,0.64583,0.39072,1
-0.15865,0.53561,0.35888,0.65251,-1.3209,1
-0.17536,0.21206,1.417,-0.27876,-0.17219,1
1.2695,0.65083,0.66266,0.45436,-1.3132,1
0.2608,-0.40006,0.73277,-2.1177,1.5942,1
0.17693,0.16033,1.2197,-1.074,-0.099867,1
1.4201,-0.96611,-2.1808,1.1579,1.0705,1
-0.71954,-0.79269,-0.30853,-0.68921,0.40957,1
0.62308,-0.50436,0.31326,0.33596,0.80805,1
0.74693,0.60575,0.77471,1.4952,-0.99178,1
-0.21799,-0.065913,-1.1801,-0.8728,1.103,1
0.1929,-0.88339,-0.97108,-0.93454,1.2593,1
-1.0428,-0.26837,0.56656,-0.52132,-1.8685,1
-1.0268,-0.81283,-0.29539,0.33685,-0.18238,1
0.093803,-0.51406,0.43782,-0.19511,-0.59395,1
0.646,0.8582,-0.68665,-0.87932,0.15036,1
2.3125,0.66958,-1.1422,-1.3638,-0.75583,1
-0.59649,0.17205,0.63427,-0.36904,0.25302,1
0.16755,0.75457,1.1563,-0.16384,0.56214,1
-0.073785,0.12688,1.4479,-0.48569,0.22924,1
-1.7289,0.011876,-1.5171,-0.36448,-0.12958,1
-0.39262,0.45247,-1.1653,-1.0645,-1.1632,1
-1.6052,0.54247,-1.3925,0.42545,0.050673,1
0.75165,0.57156,0.10146,-2.0019,-0.46653,1
-0.79428,0.94001,-0.51111,0.10974,-1.1261,1
0.089526,0.040609,1.1731,0.65692,-0.032415,1
-0.48704,-0.16035,-1.3495,-0.8544,-0.21357,1
0.27148,1.4395,-1.3455,-0.02331,0.19824,1
-0.53695,-0.54518,0.066651,0.23434,0.87366,1
0.43824,0.10726,1.1073,-0.53867,0.52397,1
0.66131,0.90695,-0.54027,0.037711,1.1894,1
1.5312,0.50357,-0.91162,0.47227,-0.63544,1
-0.17363,1.0893,-0.022797,-0.86953,-0.75447,1
-1.9126,0.35558,-1.5871,0.67179,-0.091037,1
-0.75095,0.047334,-0.051438,0.99582,1.2439,1
1.2116,-0.3241,0.81017,0.37391,1.1731,1
-0.95896,0.21714,0.12501,-0.030433,-0.11036,1
0.8595,-0.89983,-1.7061,-1.1041,-0.57827,1
0.11095,0.22484,-0.43715,0.47357,-1.3523,1
1.285,0.97304,-0.030717,-1.0572,0.62064,1
-1.7539,-0.26671,1.4011,1.4251,0.031747,1
-0.17683,0.66501,0.86711,0.51861,-1.0242,1
-1.0803,1.3737,0.0042524,0.22668,-0.26634,1
2.601,1.3951,1.5666,-0.17259,-1.5767,1
0.7381,0.39972,-0.80491,-2.0223,0.37123,1
1.2334,0.82567,-0.093488,-1.0455,-0.13998,1
-0.94647,0.10642,1.1679,0.31471,1.4699,1
-0.41914,-1.1647,1.1512,2.2491,-1.2152,1
-0.2437,-0.39665,0.57537,0.68622,0.86801,1
0.98246,1.233,0.66984,0.38774,0.1739,1
-0.24854,-0.097273,-0.55239,-0.53737,0.060286,1
0.62748,0.62643,0.79001,0.17753,0.66801,1
